,Office,RaceDate,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,PopularRaceNotes,ElectoralRaceNotes,year
26,President,20001107,Montana,3,0,0,"410,997","240,178","Bush, George W. ",Challenger,"137,126","Gore, Albert  Jr.",Challenger,Green,"24,437","Nader, Ralph  ",Challenger,"9,256",,"103,052",R,58.44,33.36,5.95,2.25,63.66,36.34,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
27,President,20001107,Nebraska,5,0,0,"697,019","433,862","Bush, George W. ",Challenger,"231,780","Gore, Albert  Jr.",Challenger,Green,"24,540","Nader, Ralph  ",Challenger,"6,837",,"202,082",R,62.25,33.25,3.52,0.98,65.18,34.82,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
28,President,20001107,Nevada,4,0,0,"608,970","301,575","Bush, George W. ",Challenger,"279,978","Gore, Albert  Jr.",Challenger,Green,"15,008","Nader, Ralph  ",Challenger,"12,409",,"21,597",R,49.52,45.98,2.46,2.04,51.86,48.14,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
29,President,20001107,New Hampshire,4,0,0,"569,081","273,559","Bush, George W. ",Challenger,"266,348","Gore, Albert  Jr.",Challenger,Green,"22,198","Nader, Ralph  ",Challenger,"6,976",,"7,211",R,48.07,46.8,3.9,1.23,50.67,49.33,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
30,President,20001107,New Jersey,0,15,0,"3,187,226","1,284,173","Bush, George W. ",Challenger,"1,788,850","Gore, Albert  Jr.",Challenger,Green,"94,554","Nader, Ralph  ",Challenger,"19,649",,"504,677",D,40.29,56.13,2.97,0.62,41.79,58.21,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
31,President,20001107,New Mexico,0,5,0,"598,605","286,417","Bush, George W. ",Challenger,"286,783","Gore, Albert  Jr.",Challenger,Green,"21,251","Nader, Ralph  ",Challenger,"4,154",,366,D,47.85,47.91,3.55,0.69,49.97,50.03,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
32,President,20001107,New York,0,33,0,"6,821,999","2,403,374","Bush, George W. ",Challenger,"4,107,697","Gore, Albert  Jr.",Challenger,Green,"244,030","Nader, Ralph  ",Challenger,"66,898",,"1,704,323",D,35.23,60.21,3.58,0.98,36.91,63.09,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
33,President,20001107,North Carolina,14,0,0,"2,911,262","1,631,163","Bush, George W. ",Challenger,"1,257,692","Gore, Albert  Jr.",Challenger,Green,,"Nader, Ralph  ",Challenger,"22,407",,"373,471",R,56.03,43.2,0.0,0.77,56.46,43.54,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
34,President,20001107,North Dakota,3,0,0,"288,256","174,852","Bush, George W. ",Challenger,"95,284","Gore, Albert  Jr.",Challenger,Green,"9,486","Nader, Ralph  ",Challenger,"8,634",,"79,568",R,60.66,33.06,3.29,3.0,64.73,35.27,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
35,President,20001107,Ohio,21,0,0,"4,701,998","2,350,363","Bush, George W. ",Challenger,"2,183,628","Gore, Albert  Jr.",Challenger,Green,"117,799","Nader, Ralph  ",Challenger,"50,208",,"166,735",R,49.99,46.44,2.51,1.07,51.84,48.16,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
36,President,20001107,Oklahoma,8,0,0,"1,234,229","744,337","Bush, George W. ",Challenger,"474,276","Gore, Albert  Jr.",Challenger,Green,,"Nader, Ralph  ",Challenger,"15,616",,"270,061",R,60.31,38.43,0.0,1.27,61.08,38.92,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
37,President,20001107,Oregon,0,7,0,"1,533,968","713,577","Bush, George W. ",Challenger,"720,342","Gore, Albert  Jr.",Challenger,Green,"77,357","Nader, Ralph  ",Challenger,"22,692",,"6,765",D,46.52,46.96,5.04,1.48,49.76,50.24,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
38,President,20001107,Pennsylvania,0,23,0,"4,913,119","2,281,127","Bush, George W. ",Challenger,"2,485,967","Gore, Albert  Jr.",Challenger,Green,"103,392","Nader, Ralph  ",Challenger,"42,633",,"204,840",D,46.43,50.6,2.1,0.87,47.85,52.15,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
39,President,20001107,Rhode Island,0,4,0,"409,047","130,555","Bush, George W. ",Challenger,"249,508","Gore, Albert  Jr.",Challenger,Green,"25,052","Nader, Ralph  ",Challenger,"3,932",,"118,953",D,31.92,61.0,6.12,0.96,34.35,65.65,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
40,President,20001107,South Carolina,8,0,0,"1,382,717","785,937","Bush, George W. ",Challenger,"565,561","Gore, Albert  Jr.",Challenger,Green,"20,200","Nader, Ralph  ",Challenger,"11,019",,"220,376",R,56.84,40.9,1.46,0.8,58.15,41.85,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
41,President,20001107,South Dakota,3,0,0,"316,269","190,700","Bush, George W. ",Challenger,"118,804","Gore, Albert  Jr.",Challenger,Green,,"Nader, Ralph  ",Challenger,"6,765",,"71,896",R,60.3,37.56,0.0,2.14,61.61,38.39,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
42,President,20001107,Tennessee,11,0,0,"2,076,181","1,061,949","Bush, George W. ",Challenger,"981,720","Gore, Albert  Jr.",Challenger,Green,"19,781","Nader, Ralph  ",Challenger,"12,731",,"80,229",R,51.15,47.28,0.95,0.61,51.96,48.04,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
43,President,20001107,Texas,32,0,0,"6,407,637","3,799,639","Bush, George W. ",Challenger,"2,433,746","Gore, Albert  Jr.",Challenger,Green,"137,994","Nader, Ralph  ",Challenger,"36,258",,"1,365,893",R,59.3,37.98,2.15,0.57,60.96,39.04,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
44,President,20001107,Utah,5,0,0,"770,754","515,096","Bush, George W. ",Challenger,"203,053","Gore, Albert  Jr.",Challenger,Green,"35,850","Nader, Ralph  ",Challenger,"16,755",,"312,043",R,66.83,26.34,4.65,2.17,71.73,28.27,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
45,President,20001107,Vermont,0,3,0,"294,308","119,775","Bush, George W. ",Challenger,"149,022","Gore, Albert  Jr.",Challenger,Green,"20,374","Nader, Ralph  ",Challenger,"5,137",,"29,247",D,40.7,50.63,6.92,1.75,44.56,55.44,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
46,President,20001107,Virginia,13,0,0,"2,739,447","1,437,490","Bush, George W. ",Challenger,"1,217,290","Gore, Albert  Jr.",Challenger,Green,"59,398","Nader, Ralph  ",Challenger,"25,269",,"220,200",R,52.47,44.44,2.17,0.92,54.15,45.85,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
47,President,20001107,Washington,0,11,0,"2,487,433","1,108,864","Bush, George W. ",Challenger,"1,247,652","Gore, Albert  Jr.",Challenger,Green,"103,002","Nader, Ralph  ",Challenger,"27,915",,"138,788",D,44.58,50.16,4.14,1.12,47.06,52.94,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
48,President,20001107,West Virginia,5,0,0,"648,124","336,475","Bush, George W. ",Challenger,"295,497","Gore, Albert  Jr.",Challenger,Green,"10,680","Nader, Ralph  ",Challenger,"5,472",,"40,978",R,51.92,45.59,1.65,0.84,53.24,46.76,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
49,President,20001107,Wisconsin,0,11,0,"2,598,607","1,237,279","Bush, George W. ",Challenger,"1,242,987","Gore, Albert  Jr.",Challenger,Green,"94,070","Nader, Ralph  ",Challenger,"24,271",,"5,708",D,47.61,47.83,3.62,0.93,49.88,50.12,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
50,President,20001107,Wyoming,3,0,0,"218,351","147,947","Bush, George W. ",Challenger,"60,481","Gore, Albert  Jr.",Challenger,Green,"4,625","Nader, Ralph  ",Challenger,"5,298",,"87,466",R,67.76,27.7,2.12,2.43,70.98,29.02,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,2000
0,President,20041102,Alabama,9,0,0,"1,883,449","1,176,394","Bush, George W. ",Incumbent,"693,933","Kerry, John F. ",Challenger,,,,,"13,122",,"482,461",R,62.46,36.84,0.0,0.7,62.9,37.1,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
1,President,20041102,Alaska,3,0,0,"312,598","190,889","Bush, George W. ",Incumbent,"111,025","Kerry, John F. ",Challenger,,,,,"10,684",,"79,864",R,61.07,35.52,0.0,3.42,63.23,36.77,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
2,President,20041102,Arizona,10,0,0,"2,012,585","1,104,294","Bush, George W. ",Incumbent,"893,524","Kerry, John F. ",Challenger,,,,,"14,767",,"210,770",R,54.87,44.4,0.0,0.73,55.28,44.72,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
3,President,20041102,Arkansas,6,0,0,"1,054,945","572,898","Bush, George W. ",Incumbent,"469,953","Kerry, John F. ",Challenger,,,,,"12,094",,"102,945",R,54.31,44.55,0.0,1.15,54.94,45.06,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
4,President,20041102,California,0,55,0,"12,421,852","5,509,826","Bush, George W. ",Incumbent,"6,745,485","Kerry, John F. ",Challenger,,,,,"166,541",,"1,235,659",D,44.36,54.3,0.0,1.34,44.96,55.04,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
5,President,20041102,Colorado,9,0,0,"2,130,330","1,101,255","Bush, George W. ",Incumbent,"1,001,732","Kerry, John F. ",Challenger,,,,,"27,343",,"99,523",R,51.69,47.02,0.0,1.28,52.37,47.63,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
6,President,20041102,Connecticut,0,7,0,"1,578,769","693,826","Bush, George W. ",Incumbent,"857,488","Kerry, John F. ",Challenger,,,,,"27,455",,"163,662",D,43.95,54.31,0.0,1.74,44.73,55.27,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
7,President,20041102,Delaware,0,3,0,"375,190","171,660","Bush, George W. ",Incumbent,"200,152","Kerry, John F. ",Challenger,,,,,"3,378",,"28,492",D,45.75,53.35,0.0,0.9,46.17,53.83,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
8,President,20041102,District of Columbia,0,3,0,"227,586","21,256","Bush, George W. ",Incumbent,"202,970","Kerry, John F. ",Challenger,,,,,"3,360",,"181,714",D,9.34,89.18,0.0,1.48,9.48,90.52,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
9,President,20041102,Florida,27,0,0,"7,609,810","3,964,522","Bush, George W. ",Incumbent,"3,583,544","Kerry, John F. ",Challenger,,,,,"61,744",,"380,978",R,52.1,47.09,0.0,0.81,52.52,47.48,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
10,President,20041102,Georgia,15,0,0,"3,301,875","1,914,254","Bush, George W. ",Incumbent,"1,366,149","Kerry, John F. ",Challenger,,,,,"21,472",,"548,105",R,57.97,41.37,0.0,0.65,58.35,41.65,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
11,President,20041102,Hawaii,0,4,0,"429,013","194,191","Bush, George W. ",Incumbent,"231,708","Kerry, John F. ",Challenger,,,,,"3,114",,"37,517",D,45.26,54.01,0.0,0.73,45.6,54.4,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
12,President,20041102,Idaho,4,0,0,"598,447","409,235","Bush, George W. ",Incumbent,"181,098","Kerry, John F. ",Challenger,,,,,"8,114",,"228,137",R,68.38,30.26,0.0,1.36,69.32,30.68,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
13,President,20041102,Illinois,0,21,0,"5,274,322","2,345,946","Bush, George W. ",Incumbent,"2,891,550","Kerry, John F. ",Challenger,,,,,"36,826",,"545,604",D,44.48,54.82,0.0,0.7,44.79,55.21,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
14,President,20041102,Indiana,11,0,0,"2,468,002","1,479,438","Bush, George W. ",Incumbent,"969,011","Kerry, John F. ",Challenger,,,,,"19,553",,"510,427",R,59.94,39.26,0.0,0.79,60.42,39.58,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
15,President,20041102,Iowa,7,0,0,"1,506,908","751,957","Bush, George W. ",Incumbent,"741,898","Kerry, John F. ",Challenger,,,,,"13,053",,"10,059",R,49.9,49.23,0.0,0.87,50.34,49.66,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
16,President,20041102,Kansas,6,0,0,"1,187,756","736,456","Bush, George W. ",Incumbent,"434,993","Kerry, John F. ",Challenger,,,,,"16,307",,"301,463",R,62.0,36.62,0.0,1.37,62.87,37.13,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
17,President,20041102,Kentucky,8,0,0,"1,795,882","1,069,439","Bush, George W. ",Incumbent,"712,733","Kerry, John F. ",Challenger,,,,,"13,710",,"356,706",R,59.55,39.69,0.0,0.76,60.01,39.99,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
18,President,20041102,Louisiana,9,0,0,"1,943,106","1,102,169","Bush, George W. ",Incumbent,"820,299","Kerry, John F. ",Challenger,,,,,"20,638",,"281,870",R,56.72,42.22,0.0,1.06,57.33,42.67,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
19,President,20041102,Maine,0,4,0,"740,752","330,201","Bush, George W. ",Incumbent,"396,842","Kerry, John F. ",Challenger,,,,,"13,709",,"66,641",D,44.58,53.57,0.0,1.85,45.42,54.58,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
20,President,20041102,Maryland,0,10,0,"2,386,678","1,024,703","Bush, George W. ",Incumbent,"1,334,493","Kerry, John F. ",Challenger,,,,,"27,482",,"309,790",D,42.93,55.91,0.0,1.15,43.43,56.57,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
21,President,20041102,Massachusetts,0,12,0,"2,912,388","1,071,109","Bush, George W. ",Incumbent,"1,803,800","Kerry, John F. ",Challenger,,,,,"37,479",,"732,691",D,36.78,61.94,0.0,1.29,37.26,62.74,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
22,President,20041102,Michigan,0,17,0,"4,839,252","2,313,746","Bush, George W. ",Incumbent,"2,479,183","Kerry, John F. ",Challenger,,,,,"46,323",,"165,437",D,47.81,51.23,0.0,0.96,48.27,51.73,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
23,President,20041102,Minnesota,0,9,1,"2,828,387","1,346,695","Bush, George W. ",Incumbent,"1,445,014","Kerry, John F. ",Challenger,,,,,"36,678",,"98,319",D,47.61,51.09,0.0,1.3,48.24,51.76,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
24,President,20041102,Mississippi,6,0,0,"1,152,145","684,981","Bush, George W. ",Incumbent,"458,094","Kerry, John F. ",Challenger,,,,,"9,070",,"226,887",R,59.45,39.76,0.0,0.79,59.92,40.08,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
25,President,20041102,Missouri,11,0,0,"2,731,364","1,455,713","Bush, George W. ",Incumbent,"1,259,171","Kerry, John F. ",Challenger,,,,,"16,480",,"196,542",R,53.3,46.1,0.0,0.6,53.62,46.38,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
26,President,20041102,Montana,3,0,0,"450,445","266,063","Bush, George W. ",Incumbent,"173,710","Kerry, John F. ",Challenger,,,,,"10,672",,"92,353",R,59.07,38.56,0.0,2.37,60.5,39.5,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
27,President,20041102,Nebraska,5,0,0,"778,186","512,814","Bush, George W. ",Incumbent,"254,328","Kerry, John F. ",Challenger,,,,,"11,044",,"258,486",R,65.9,32.68,0.0,1.42,66.85,33.15,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
28,President,20041102,Nevada,5,0,0,"829,587","418,690","Bush, George W. ",Incumbent,"397,190","Kerry, John F. ",Challenger,,,,,"13,707",,"21,500",R,50.47,47.88,0.0,1.65,51.32,48.68,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
29,President,20041102,New Hampshire,0,4,0,"677,738","331,237","Bush, George W. ",Incumbent,"340,511","Kerry, John F. ",Challenger,,,,,"5,990",,"9,274",D,48.87,50.24,0.0,0.88,49.31,50.69,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
30,President,20041102,New Jersey,0,15,0,"3,611,691","1,670,003","Bush, George W. ",Incumbent,"1,911,430","Kerry, John F. ",Challenger,,,,,"30,258",,"241,427",D,46.24,52.92,0.0,0.84,46.63,53.37,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
31,President,20041102,New Mexico,5,0,0,"756,304","376,930","Bush, George W. ",Incumbent,"370,942","Kerry, John F. ",Challenger,,,,,"8,432",,"5,988",R,49.84,49.05,0.0,1.11,50.4,49.6,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
32,President,20041102,New York,0,31,0,"7,391,036","2,962,567","Bush, George W. ",Incumbent,"4,314,280","Kerry, John F. ",Challenger,,,,,"114,189",,"1,351,713",D,40.08,58.37,0.0,1.54,40.71,59.29,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
33,President,20041102,North Carolina,15,0,0,"3,501,007","1,961,166","Bush, George W. ",Incumbent,"1,525,849","Kerry, John F. ",Challenger,,,,,"13,992",,"435,317",R,56.02,43.58,0.0,0.4,56.24,43.76,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
34,President,20041102,North Dakota,3,0,0,"312,833","196,651","Bush, George W. ",Incumbent,"111,052","Kerry, John F. ",Challenger,,,,,"5,130",,"85,599",R,62.86,35.5,0.0,1.64,63.91,36.09,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
35,President,20041102,Ohio,20,0,0,"5,627,908","2,859,768","Bush, George W. ",Incumbent,"2,741,167","Kerry, John F. ",Challenger,,,,,"26,973",,"118,601",R,50.81,48.71,0.0,0.48,51.06,48.94,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
36,President,20041102,Oklahoma,7,0,0,"1,463,758","959,792","Bush, George W. ",Incumbent,"503,966","Kerry, John F. ",Challenger,,,,,,,"455,826",R,65.57,34.43,0.0,0.0,65.57,34.43,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
37,President,20041102,Oregon,0,7,0,"1,836,782","866,831","Bush, George W. ",Incumbent,"943,163","Kerry, John F. ",Challenger,,,,,"26,788",,"76,332",D,47.19,51.35,0.0,1.46,47.89,52.11,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
38,President,20041102,Pennsylvania,0,21,0,"5,769,590","2,793,847","Bush, George W. ",Incumbent,"2,938,095","Kerry, John F. ",Challenger,,,,,"37,648",,"144,248",D,48.42,50.92,0.0,0.65,48.74,51.26,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
39,President,20041102,Rhode Island,0,4,0,"437,134","169,046","Bush, George W. ",Incumbent,"259,760","Kerry, John F. ",Challenger,,,,,"8,328",,"90,714",D,38.67,59.42,0.0,1.91,39.42,60.58,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
40,President,20041102,South Carolina,8,0,0,"1,617,730","937,974","Bush, George W. ",Incumbent,"661,699","Kerry, John F. ",Challenger,,,,,"18,057",,"276,275",R,57.98,40.9,0.0,1.12,58.64,41.36,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
41,President,20041102,South Dakota,3,0,0,"388,215","232,584","Bush, George W. ",Incumbent,"149,244","Kerry, John F. ",Challenger,,,,,"6,387",,"83,340",R,59.91,38.44,0.0,1.65,60.91,39.09,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
42,President,20041102,Tennessee,11,0,0,"2,437,319","1,384,375","Bush, George W. ",Incumbent,"1,036,477","Kerry, John F. ",Challenger,,,,,"16,467",,"347,898",R,56.8,42.53,0.0,0.68,57.19,42.81,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
43,President,20041102,Texas,34,0,0,"7,410,765","4,526,917","Bush, George W. ",Incumbent,"2,832,704","Kerry, John F. ",Challenger,,,,,"51,144",,"1,694,213",R,61.09,38.22,0.0,0.69,61.51,38.49,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
44,President,20041102,Utah,5,0,0,"927,844","663,742","Bush, George W. ",Incumbent,"241,199","Kerry, John F. ",Challenger,,,,,"22,903",,"422,543",R,71.54,26.0,0.0,2.47,73.35,26.65,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
45,President,20041102,Vermont,0,3,0,"312,309","121,180","Bush, George W. ",Incumbent,"184,067","Kerry, John F. ",Challenger,,,,,"7,062",,"62,887",D,38.8,58.94,0.0,2.26,39.7,60.3,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
46,President,20041102,Virginia,13,0,0,"3,198,367","1,716,959","Bush, George W. ",Incumbent,"1,454,742","Kerry, John F. ",Challenger,,,,,"26,666",,"262,217",R,53.68,45.48,0.0,0.83,54.13,45.87,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
47,President,20041102,Washington,0,11,0,"2,859,084","1,304,894","Bush, George W. ",Incumbent,"1,510,201","Kerry, John F. ",Challenger,,,,,"43,989",,"205,307",D,45.64,52.82,0.0,1.54,46.35,53.65,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
48,President,20041102,West Virginia,5,0,0,"755,887","423,778","Bush, George W. ",Incumbent,"326,541","Kerry, John F. ",Challenger,,,,,"5,568",,"97,237",R,56.06,43.2,0.0,0.74,56.48,43.52,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
49,President,20041102,Wisconsin,0,10,0,"2,997,007","1,478,120","Bush, George W. ",Incumbent,"1,489,504","Kerry, John F. ",Challenger,,,,,"29,383",,"11,384",D,49.32,49.7,0.0,0.98,49.81,50.19,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
50,President,20041102,Wyoming,3,0,0,"243,428","167,629","Bush, George W. ",Incumbent,"70,776","Kerry, John F. ",Challenger,,,,,"5,023",,"96,853",R,68.86,29.07,0.0,2.06,70.31,29.69,,There was a faithless elector in Minnesota who cast a vote for Edwards.,2004
0,President,20081104,Alabama,9,0,0,"2,099,819","1,266,546","McCain, John S. III",Challenger,"813,479","Obama, Barack H. ",Challenger,,,,,"19,794",,"453,067",R,60.32,38.74,0.0,0.94,60.89,39.11,,,2008
1,President,20081104,Alaska,3,0,0,"326,197","193,841","McCain, John S. III",Challenger,"123,594","Obama, Barack H. ",Challenger,,,,,"8,762",,"70,247",R,59.42,37.89,0.0,2.69,61.06,38.94,,,2008
2,President,20081104,Arizona,10,0,0,"2,293,475","1,230,111","McCain, John S. III",Challenger,"1,034,707","Obama, Barack H. ",Challenger,,,,,"28,657",,"195,404",R,53.64,45.12,0.0,1.25,54.31,45.69,,,2008
3,President,20081104,Arkansas,6,0,0,"1,086,617","638,017","McCain, John S. III",Challenger,"422,310","Obama, Barack H. ",Challenger,,,,,"26,290",,"215,707",R,58.72,38.86,0.0,2.42,60.17,39.83,,,2008
4,President,20081104,California,0,55,0,"13,561,900","5,011,781","McCain, John S. III",Challenger,"8,274,473","Obama, Barack H. ",Challenger,,,,,"275,646",,"3,262,692",D,36.95,61.01,0.0,2.03,37.72,62.28,,,2008
5,President,20081104,Colorado,0,9,0,"2,401,458","1,073,629","McCain, John S. III",Challenger,"1,288,633","Obama, Barack H. ",Challenger,,,,,"39,196",,"215,004",D,44.71,53.66,0.0,1.63,45.45,54.55,,,2008
6,President,20081104,Connecticut,0,7,0,"1,646,792","629,428","McCain, John S. III",Challenger,"997,772","Obama, Barack H. ",Challenger,,,,,"19,592",,"368,344",D,38.22,60.59,0.0,1.19,38.68,61.32,,,2008
7,President,20081104,Delaware,0,3,0,"412,412","152,374","McCain, John S. III",Challenger,"255,459","Obama, Barack H. ",Challenger,,,,,"4,579",,"103,085",D,36.95,61.94,0.0,1.11,37.36,62.64,,,2008
8,President,20081104,District of Columbia,0,3,0,"265,853","17,367","McCain, John S. III",Challenger,"245,800","Obama, Barack H. ",Challenger,,,,,"2,686",,"228,433",D,6.53,92.46,0.0,1.01,6.6,93.4,,,2008
9,President,20081104,Florida,0,27,0,"8,390,744","4,045,624","McCain, John S. III",Challenger,"4,282,074","Obama, Barack H. ",Challenger,,,,,"63,046",,"236,450",D,48.22,51.03,0.0,0.75,48.58,51.42,,,2008
10,President,20081104,Georgia,15,0,0,"3,924,486","2,048,759","McCain, John S. III",Challenger,"1,844,123","Obama, Barack H. ",Challenger,,,,,"31,604",,"204,636",R,52.2,46.99,0.0,0.81,52.63,47.37,,,2008
